QUOTE_ID,REFRESH_MONTH,CUSTOMER_NAME,INDUSTRY,CREATION_DATE,COUNTRY,PRODUCT_NAME,QUANTITY,LISTPRICE,MANUFACTURING_COST,QUOTED_PRICE,OPTIMUM_PRICE,PROB_WIN_OPTIMAL,OPTIMAL_LOWER,OPTIMAL_HIGHER,PROB_WIN_ACTUAL
573,SEP,US Auto Supplier 207,E,2015-05-08,USA,MODEL:ZR250VSDA8,1,4029.975,2170.27,4029.975,3994.097178473656,0.21898317055243724,4029.975,4029.975,0.21470589546484561
574,SEP,US Auto Supplier 561,E,2015-07-08,USA,MODEL:ZR250VSDA8,1,4032.45,2091.406,4032.45,3857.8496574052347,0.19313067888441454,4032.45,4032.45,0.17475484902509358
575,SEP,US Auto Supplier 219,E,2016-09-03,USA,MODEL:ZR250VSDA8,1,4035.75,1555.315,4035.75,4035.7498797845074,0.23094600955781538,4035.75,4035.75,0.23094599920264383
576,SEP,US Auto Supplier 154,E,2015-11-08,USA,MODEL:ZR250VSDA8,1,4025.822,2512.387,4025.822,4025.821881318233,0.2607952685847291,4025.822,4025.822,0.26079525250600294
577,SEP,US Auto Supplier 211,B,2015-12-21,USA,MODEL:ZR250VSDA8,2,4057.2,2145.634,4057.2,3964.791716821421,0.21169250300072825,4057.2,4057.2,0.20113881633373165
578,SEP,US Auto Supplier 52,B,2015-05-14,USA,MODEL:ZR250VSDA8,1,4028.325,2436.549,4028.325,4028.324875174825,0.22080298402679194,4028.325,4028.325,0.2208029689435726
579,SEP,US Auto Supplier 379,B,2015-11-13,USA,MODEL:ZR250VSDA8,1,4035.2,1406.015,4035.2,4035.199884556672,0.2183527154034233,4035.2,4035.2,0.21835270584631034
580,SEP,US Auto Supplier 632,E,2015-04-29,USA,MODEL:ZR250VSDA8,1,4023.32,2604.72,4023.32,4023.3198887550807,0.274277118693888,4023.32,4023.32,0.2742771031229901
581,SEP,US Auto Supplier 669,E,2015-12-05,USA,MODEL:ZR250VSDA8,1,4026.125,2470.769,4026.125,4026.1248780308383,0.22867688988565804,4026.125,4026.125,0.22867687476799117
582,SEP,US Auto Supplier 201,B,2015-04-12,USA,MODEL:ZR250VSDA8,1,4031.075,2108.2870000000003,4031.075,4031.0748772932616,0.2607091649773871,4031.075,4031.075,0.26070914837900183
583,SEP,US Auto Supplier 451,B,2015-10-28,USA,MODEL:ZR250VSDA8,2,4062.7,2084.806,4062.7,3902.8252631095447,0.21013038531558273,4062.7,4062.7,0.1922473300216618
584,SEP,US Auto Supplier 451,B,2015-10-11,USA,MODEL:ZR250VSDA8,2,4062.7,2084.806,4062.7,3902.8252631095447,0.21013038531558273,4062.7,4062.7,0.1922473300216618
585,SEP,US Auto Supplier 435,B,2015-07-09,USA,MODEL:ZR250VSDA8,1,4030.25,2026.116,4030.25,3840.540324704079,0.21488430243680592,4030.25,4030.25,0.19326942147953022
586,SEP,US Auto Supplier 211,B,2015-12-21,USA,MODEL:ZR250VSDA8,2,4057.2,2145.634,4057.2,3964.791716821421,0.21169250300072825,4057.2,4057.2,0.20113881633373165
587,SEP,US Auto Supplier 103,E,2015-12-23,USA,MODEL:ZR250VSDA8,1,4024.172,2646.156,4024.172,4024.1718919376294,0.3384445964215684,4024.172,4024.172,0.3384445846536381
588,SEP,US Auto Supplier 35,E,2015-11-08,USA,MODEL:ZR250VSDA8,2,4056.375,2176.591,4056.375,4011.969413835125,0.21881453725985767,4056.375,4056.375,0.21356660771323793
589,SEP,US Auto Supplier 231,B,2015-12-22,USA,MODEL:ZR250VSDA8,2,4076.725,1548.8629999999998,4076.725,3383.3991848586493,0.21453729788192213,4076.725,4076.725,0.1444334613544397
590,SEP,US Auto Supplier 219,E,2016-09-02,USA,MODEL:ZR250VSDA8,1,4035.75,1549.1070000000002,4035.75,4035.749879483633,0.2304122711827058,4035.75,4035.75,0.23041226081844893
591,SEP,US Auto Supplier 414,E,2015-06-22,USA,MODEL:ZR250VSDA8,1,4034.65,1988.506,4034.65,3761.9244862425053,0.19586405055425737,4034.65,4034.65,0.16748041444597583
592,SEP,US Auto Supplier 231,B,2015-12-17,USA,MODEL:ZR250VSDA8,1,4038.225,1542.66,4038.225,3356.2125163393116,0.21295358512352305,4038.225,4038.225,0.14368310932452646
593,SEP,US Auto Supplier 250,B,2015-12-06,USA,MODEL:ZR250VSDA8,2,4050.6,2192.607,4050.6,4004.339735198558,0.20975047475929087,4050.6,4050.6,0.20444498401056616
594,SEP,US Auto Supplier 592,E,2015-07-12,USA,MODEL:ZR250VSDA8,3,4086.075,2219.2729999999997,4086.075,4056.845656733994,0.21403701561340693,4086.075,4086.075,0.21065214169947238
595,SEP,US Auto Supplier 603,B,2016-08-01,USA,MODEL:ZR250VSDA8,1,4030.8,1565.533,4030.8,3322.124077929101,0.18893944540701404,4030.8,4030.8,0.124081254596769
596,SEP,US Auto Supplier 561,E,2015-08-08,USA,MODEL:ZR250VSDA8,1,4032.45,2091.406,4032.45,3857.8496574052347,0.19313067888441454,4032.45,4032.45,0.17475484902509358
597,SEP,US Auto Supplier 325,B,2015-04-14,USA,MODEL:ZR250VSDA8,1,4030.25,2289.9139999999998,4030.25,4030.2498779377834,0.22392892684666665,4030.25,4030.25,0.22392891195578596
598,SEP,US Auto Supplier 231,B,2015-12-22,USA,MODEL:ZR250VSDA8,2,4076.725,1548.8629999999998,4076.725,3383.3991848586493,0.21453729788192213,4076.725,4076.725,0.1444334613544397
599,SEP,US Auto Supplier 501,B,2015-12-22,USA,MODEL:ZR250VSDA8,1,4038.225,1542.66,4038.225,3356.2125163393116,0.21295358512352305,4038.225,4038.225,0.14368310932452646
600,SEP,US Auto Supplier 77,B,2016-03-23,USA,MODEL:ZR250VSDA8,1,4031.35,1531.205,4031.35,3343.619648584752,0.2137997852218192,4031.35,4031.35,0.14370945996987594
601,SEP,US Auto Supplier 208,B,2015-01-06,USA,MODEL:ZR250VSDA8,1,4029.975,2111.115,4029.975,3932.747145300911,0.21804254646123752,4029.975,4029.975,0.2066288307792928
602,SEP,US Auto Supplier 576,E,2015-07-17,USA,MODEL:ZR250VSDA8,1,4033.275,2089.969,4033.275,3898.2810683875537,0.21164099427279348,4033.275,4033.275,0.19627271272403649
603,SEP,US Auto Supplier 502,E,2015-11-06,USA,MODEL:ZR250VSDA8,1,4032.45,2156.335,4032.45,3934.386769430278,0.19839539908046605,4032.45,4032.45,0.18768006363025622
604,SEP,US Auto Supplier 379,B,2015-11-14,USA,MODEL:ZR250VSDA8,1,4035.2,1406.015,4035.2,4035.199884556672,0.2183527154034233,4035.2,4035.2,0.21835270584631034
605,SEP,US Auto Supplier 219,E,2016-01-02,USA,MODEL:ZR250VSDA8,1,4037.675,1564.967,4037.675,3332.5220849642446,0.1925935043610607,4037.675,4037.675,0.12704427570906535
606,SEP,US Auto Supplier 576,E,2015-07-29,USA,MODEL:ZR250VSDA8,1,4033.275,2089.969,4033.275,3898.2810683875537,0.21164099427279348,4033.275,4033.275,0.19627271272403649
607,SEP,US Auto Supplier 34,E,2015-11-25,USA,MODEL:ZR250VSDA8,1,4028.325,2127.581,4028.325,3907.234279375061,0.19993516435552927,4028.325,4028.325,0.1866775387470747
608,SEP,US Auto Supplier 156,B,2015-04-15,USA,MODEL:ZR250VSDA8,1,4024.035,2730.2659999999996,4024.035,4024.0348988604474,0.2516423098846443,4024.035,4024.035,0.25164229649349784
609,SEP,US Auto Supplier 231,B,2015-12-18,USA,MODEL:ZR250VSDA8,1,4038.225,1542.66,4038.225,3356.2125163393116,0.21295358512352305,4038.225,4038.225,0.14368310932452646
610,SEP,US Auto Supplier 231,B,2015-12-23,USA,MODEL:ZR250VSDA8,2,4076.725,1548.8629999999998,4076.725,3383.3991848586493,0.21453729788192213,4076.725,4076.725,0.1444334613544397
611,SEP,US Auto Supplier 577,E,2016-05-01,USA,MODEL:ZR250VSDA8,1,4040.15,1557.9479999999999,4040.15,4040.149879698869,0.23102796071954915,4040.15,4040.15,0.2310279503657792
612,SEP,US Auto Supplier 397,B,2015-12-15,USA,MODEL:ZR250VSDA8,4,4148.775,1579.755,4148.775,3440.2928354366127,0.21182798061253083,4148.775,4148.775,0.1422071505246166
613,SEP,US Auto Supplier 577,E,2016-06-01,USA,MODEL:ZR250VSDA8,1,4040.15,1557.9479999999999,4040.15,4040.149879698869,0.23102796071954915,4040.15,4040.15,0.2310279503657792
614,SEP,US Auto Supplier 435,B,2015-08-09,USA,MODEL:ZR250VSDA8,1,4030.25,2026.116,4030.25,3840.540324704079,0.21488430243680592,4030.25,4030.25,0.19326942147953022
615,SEP,US Auto Supplier 502,E,2015-12-06,USA,MODEL:ZR250VSDA8,1,4032.45,2156.335,4032.45,3934.386769430278,0.19839539908046605,4032.45,4032.45,0.18768006363025622
616,SEP,US Auto Supplier 118,E,2016-12-30,USA,MODEL:ZR250VSDA8,2,4074.525,1578.69,4074.525,3413.77910820164,0.21519735949628382,4074.525,4074.525,0.1477107752815138
617,SEP,US Auto Supplier 205,E,2015-02-07,USA,MODEL:ZR250VSDA8,1,4029.975,2048.262,4029.975,3869.8941511361377,0.21804254576278287,4029.975,4029.975,0.19948889762499925
618,SEP,US Auto Supplier 194,E,2015-02-09,USA,MODEL:ZR250VSDA8,1,4027.775,1950.0810000000001,4027.775,4027.774900144604,0.26704882209497766,4027.775,4027.775,0.2670488125971234
619,SEP,US Auto Supplier 372,B,2015-12-23,USA,MODEL:ZR250VSDA8,1,4033.275,2009.97,4033.275,3834.4398763796485,0.21861915534848014,4033.275,4033.275,0.19572894236782398
620,SEP,US Auto Supplier 201,B,2015-05-12,USA,MODEL:ZR250VSDA8,1,4031.075,2108.2870000000003,4031.075,4031.0748772932616,0.2607091649773871,4031.075,4031.075,0.26070914837900183
621,SEP,US Auto Supplier 187,B,2015-08-10,USA,MODEL:ZR250VSDA8,1,4024.475,2193.112,4024.475,4024.47491941264,0.2750058796625132,4024.475,4024.475,0.2750058683676643
622,SEP,US Auto Supplier 201,B,2015-08-28,USA,MODEL:ZR250VSDA8,1,4031.075,2058.345,4031.075,3984.5009663462415,0.2602538255877893,4031.075,4031.075,0.25401042673242036
623,SEP,US Auto Supplier 576,E,2015-08-25,USA,MODEL:ZR250VSDA8,1,4030.25,2194.654,4030.25,4005.6758925616937,0.21341003758994384,4030.25,4030.25,0.2105285524391361
624,SEP,US Auto Supplier 300,B,2015-06-24,USA,MODEL:ZR250VSDA8,1,4033.275,2009.97,4033.275,3834.4398763796485,0.21861915534848014,4033.275,4033.275,0.19572894236782398
625,SEP,US Auto Supplier 156,B,2015-03-06,USA,MODEL:ZR250VSDA8,1,4027.775,2249.173,4027.775,4027.7749354082707,0.22030368204613857,4027.775,4027.775,0.22030367425289732
626,SEP,US Auto Supplier 328,B,2015-06-29,USA,MODEL:ZR250VSDA8,1,4028.325,2096.2929999999997,4028.325,3875.946282700377,0.19993516398194652,4028.325,4028.325,0.18336413170712063
627,SEP,US Auto Supplier 451,B,2015-10-29,USA,MODEL:ZR250VSDA8,2,4062.7,2084.806,4062.7,3902.8252631095447,0.21013038531558273,4062.7,4062.7,0.1922473300216618
628,SEP,US Auto Supplier 630,B,2015-02-04,USA,MODEL:ZR250VSDA8,1,4023.32,2623.698,4023.32,4023.319890243313,0.27694144629569584,4023.32,4023.32,0.27694143084082107
629,SEP,US Auto Supplier 397,B,2016-12-29,USA,MODEL:ZR250VSDA8,4,4148.775,1618.098,4148.775,3478.635835354802,0.21182798062184524,4148.775,4148.775,0.1454266438925685
630,SEP,US Auto Supplier 413,E,2015-09-29,USA,MODEL:ZR250VSDA8,1,4029.7,2134.248,4029.7,3956.635359327543,0.21841973880124305,4029.7,4029.7,0.20978923025507165
631,SEP,US Auto Supplier 633,E,2015-02-12,USA,MODEL:ZR250VSDA8,2,4062.7,1432.636,4062.7,3249.201572457868,0.20949863635444985,4062.7,4062.7,0.1307374384732197
632,SEP,US Auto Supplier 58,B,2015-10-30,USA,MODEL:ZR250VSDA8,1,4043.45,1466.39,4043.45,3484.482146313282,0.29177240637020063,4043.45,4043.45,0.21791163638950514
633,SEP,US Auto Supplier 580,E,2015-10-07,USA,MODEL:ZR250VSDA8,1,4030.25,2172.6710000000003,4030.25,3989.2586105572104,0.2158187743535756,4030.25,4030.25,0.2109886442736989
634,SEP,US Auto Supplier 345,E,2015-12-17,USA,MODEL:ZR250VSDA8,1,4029.7,2160.366,4029.7,3984.952188637003,0.2193611411099834,4029.7,4029.7,0.21402878130685524
635,SEP,US Auto Supplier 205,E,2015-03-07,USA,MODEL:ZR250VSDA8,1,4029.975,2048.262,4029.975,3869.8941511361377,0.21804254576278287,4029.975,4029.975,0.19948889762499925
636,SEP,US Auto Supplier 201,B,2015-01-10,USA,MODEL:ZR250VSDA8,1,4031.075,2015.537,4031.075,3941.6929699004977,0.2602538251075537,4031.075,4031.075,0.2483596931951993
637,SEP,US Auto Supplier 409,B,2015-11-16,USA,MODEL:ZR250VSDA8,1,4029.7,2134.248,4029.7,3956.635359327543,0.21841973880124305,4029.7,4029.7,0.20978923025507165
638,SEP,US Auto Supplier 47,E,2015-09-10,USA,MODEL:ZR250VSDA8,1,4031.9,1421.592,4031.9,3171.774051277021,0.18574913290021655,4031.9,4031.9,0.11091470482026118
639,SEP,US Auto Supplier 577,E,2016-07-01,USA,MODEL:ZR250VSDA8,1,4040.15,1557.9479999999999,4040.15,4040.149879698869,0.23102796071954915,4040.15,4040.15,0.2310279503657792
640,SEP,US Auto Supplier 406,E,2016-03-18,USA,MODEL:ZR250VSDA8,1,4036.85,1611.727,4036.85,3531.4214482595676,0.25670221991510894,4036.85,4036.85,0.19507056063188363
641,SEP,US Auto Supplier 397,B,2016-04-01,USA,MODEL:ZR250VSDA8,4,4148.775,1618.098,4148.775,3478.635835354802,0.21182798062184524,4148.775,4148.775,0.1454266438925685
642,SEP,US Auto Supplier 577,E,2016-08-01,USA,MODEL:ZR250VSDA8,1,4040.15,1557.9479999999999,4040.15,4040.149879698869,0.23102796071954915,4040.15,4040.15,0.2310279503657792
643,SEP,US Auto Supplier 576,E,2015-07-17,USA,MODEL:ZR250VSDA8,1,4033.825,2046.4279999999999,4033.825,3822.6976526339254,0.1973181479984841,4033.825,4033.825,0.17491019060251123
644,SEP,US Auto Supplier 294,E,2015-06-30,USA,MODEL:ZR250VSDA8,2,4052.525,2185.393,4052.525,4011.4729883314944,0.21558364781761574,4052.525,4052.525,0.21077663486515966
645,SEP,US Auto Supplier 156,B,2015-04-06,USA,MODEL:ZR250VSDA8,1,4027.775,2249.173,4027.775,4027.7749354082707,0.22030368204613857,4027.775,4027.775,0.22030367425289732
646,SEP,US Auto Supplier 359,B,2015-11-17,USA,MODEL:ZR250VSDA8,1,4029.7,2134.248,4029.7,3956.635359327543,0.21841973880124305,4029.7,4029.7,0.20978923025507165
647,SEP,US Auto Supplier 629,E,2015-09-29,USA,MODEL:ZR250VSDA8,1,4027.252,2040.0410000000002,4027.252,3859.025222113886,0.21743368219978745,4027.252,4027.252,0.1979962706077126
648,SEP,US Auto Supplier 531,B,2016-01-19,USA,MODEL:ZR250VSDA8,1,4030.25,2198.3179999999998,4030.25,4007.1732875842968,0.21246841547355297,4030.25,4030.25,0.20977044719031626
649,SEP,US Auto Supplier 357,B,2015-12-17,USA,MODEL:ZR250VSDA8,3,4086.075,2219.2729999999997,4086.075,4056.845656733994,0.21403701561340693,4086.075,4086.075,0.21065214169947238
650,SEP,US Auto Supplier 34,E,2015-11-26,USA,MODEL:ZR250VSDA8,1,4028.325,2127.581,4028.325,3907.234279375061,0.19993516435552927,4028.325,4028.325,0.1866775387470747
651,SEP,US Auto Supplier 315,B,2015-10-11,USA,MODEL:ZR250VSDA8,1,4038.5,1433.6670000000001,4038.5,3256.1484253667654,0.21675423510071798,4038.5,4038.5,0.13790999967435363
652,SEP,US Auto Supplier 77,B,2015-08-10,USA,MODEL:ZR250VSDA8,1,4026.18,2084.986,4026.18,3899.743119850702,0.21582050088225846,4026.18,4026.18,0.2011636601695095
653,SEP,US Auto Supplier 77,B,2016-03-23,USA,MODEL:ZR250VSDA8,1,4031.35,1531.205,4031.35,3343.619648584752,0.2137997852218192,4031.35,4031.35,0.14370945996987594
654,SEP,US Auto Supplier 501,B,2015-12-23,USA,MODEL:ZR250VSDA8,1,4038.225,1542.66,4038.225,3356.2125163393116,0.21295358512352305,4038.225,4038.225,0.14368310932452646
655,SEP,US Auto Supplier 414,E,2015-06-23,USA,MODEL:ZR250VSDA8,1,4034.65,1988.506,4034.65,3761.9244862425053,0.19586405055425737,4034.65,4034.65,0.16748041444597583
656,SEP,US Auto Supplier 258,B,2015-07-08,USA,MODEL:ZR250VSDA8,1,4031.35,2157.125,4031.35,3963.652260875256,0.21123897341771827,4031.35,4031.35,0.2034315897229991
657,SEP,US Auto Supplier 219,E,2016-11-03,USA,MODEL:ZR250VSDA8,1,4035.75,1555.315,4035.75,4035.7498797845074,0.23094600955781538,4035.75,4035.75,0.23094599920264383
658,SEP,US Auto Supplier 316,E,2015-08-26,USA,MODEL:ZR250VSDA8,1,4027.775,2181.379,4027.775,4000.1881193895,0.2172568070772747,4027.775,4027.775,0.21397961113034897
659,SEP,US Auto Supplier 111,E,2016-02-25,USA,MODEL:ZR250VSDA8,2,4067.65,1567.533,4067.65,3399.354090724844,0.21512385997696584,4067.65,4067.65,0.14689911305381573
660,SEP,US Auto Supplier 15,E,2015-06-26,USA,MODEL:ZR250VSDA8,1,4025.85,2385.53,4025.85,4025.8499344143993,0.2403932294635418,4025.85,4025.85,0.24039322104725575
661,SEP,US Auto Supplier 207,E,2015-06-24,USA,MODEL:ZR250VSDA8,2,4057.2,2126.1279999999997,4057.2,3945.2857193416366,0.21169250270745466,4057.2,4057.2,0.1989621048264634
662,SEP,US Auto Supplier 47,E,2015-09-10,USA,MODEL:ZR250VSDA8,1,4031.9,1421.592,4031.9,3171.774051277021,0.18574913290021655,4031.9,4031.9,0.11091470482026118
663,SEP,US Auto Supplier 15,E,2015-06-27,USA,MODEL:ZR250VSDA8,1,4025.85,2385.53,4025.85,4025.8499344143993,0.2403932294635418,4025.85,4025.85,0.24039322104725575
664,SEP,US Auto Supplier 561,E,2015-08-17,USA,MODEL:ZR250VSDA8,1,4034.925,2039.7020000000002,4034.925,4034.9249067179326,0.3099472467931183,4034.925,4034.925,0.3099472328047144
665,SEP,US Auto Supplier 26,B,2015-06-10,USA,MODEL:ZR250VSDA8,1,4031.075,2015.537,4031.075,3941.6929699004977,0.2602538251075537,4031.075,4031.075,0.2483596931951993
666,SEP,US Auto Supplier 450,B,2015-11-20,USA,MODEL:ZR250VSDA8,1,4029.7,2160.366,4029.7,3984.952188637003,0.2193611411099834,4029.7,4029.7,0.21402878130685524
667,SEP,US Auto Supplier 197,B,2015-12-06,USA,MODEL:ZR250VSDA8,1,4028.05,2235.172,4028.05,4028.049922483614,0.2950102641912561,4028.05,4028.05,0.2950102563575519
668,SEP,US Auto Supplier 576,E,2015-11-27,USA,MODEL:ZR250VSDA8,1,4032.175,2060.889,4032.175,3995.334848692542,0.2632215713546537,4032.175,4032.175,0.2582394721077527
669,SEP,US Auto Supplier 325,B,2015-12-05,USA,MODEL:ZR250VSDA8,1,4030.25,2289.9139999999998,4030.25,4030.2498779377834,0.22392892684666665,4030.25,4030.25,0.22392891195578596
670,SEP,US Auto Supplier 315,B,2015-08-12,USA,MODEL:ZR250VSDA8,1,4038.5,1531.745,4038.5,3354.2264330050148,0.21675423419227366,4038.5,4038.5,0.14628384573705489
671,SEP,US Auto Supplier 347,B,2015-12-15,USA,MODEL:ZR250VSDA8,1,4028.6,2200.235,4028.6,4008.224834843292,0.21241404029000482,4028.6,4028.6,0.21003008827291933
672,SEP,US Auto Supplier 580,E,2015-11-07,USA,MODEL:ZR250VSDA8,1,4030.25,2172.6710000000003,4030.25,3989.2586105572104,0.2158187743535756,4030.25,4030.25,0.2109886442736989
673,SEP,US Auto Supplier 347,B,2015-04-12,USA,MODEL:ZR250VSDA8,1,4030.25,2139.696,4030.25,3954.1203138727096,0.21488430371957706,4030.25,4030.25,0.20600557899319302
674,SEP,US Auto Supplier 88,B,2015-11-30,USA,MODEL:ZR250VSDA8,1,4034.1,1564.84,4034.1,3554.1147339051918,0.28317793521210727,4034.1,4034.1,0.22005289841399134
675,SEP,US Auto Supplier 41,B,2015-09-22,USA,MODEL:ZR250VSDA8,1,4027.775,2161.439,4027.775,3980.2481236099234,0.21725680657314506,4027.775,4027.775,0.2116333219861342
676,SEP,US Auto Supplier 207,E,2015-11-20,USA,MODEL:ZR250VSDA8,1,4034.925,1474.1770000000001,4034.925,3538.5542654540354,0.30910391959899125,4034.925,4034.925,0.24006338676692662
677,SEP,US Auto Supplier 201,B,2015-08-17,USA,MODEL:ZR250VSDA8,1,4028.875,2206.288,4028.875,4028.874920166106,0.25982922329735697,4028.875,4028.875,0.2598292125160102
678,SEP,US Auto Supplier 236,B,2015-09-07,USA,MODEL:ZR250VSDA8,1,4033.275,2076.636,4033.275,3884.9480695805046,0.21164099413317305,4033.275,4033.275,0.19480153877973566
679,SEP,US Auto Supplier 442,B,2015-08-12,USA,MODEL:ZR250VSDA8,3,4086.075,2219.2729999999997,4086.075,4056.845656733994,0.21403701561340693,4086.075,4086.075,0.21065214169947238
680,SEP,US Auto Supplier 509,E,2015-06-24,USA,MODEL:ZR250VSDA8,1,4033.275,2019.97,4033.275,3828.2820730393964,0.21164099372835166,4033.275,4033.275,0.18864229898481485
681,SEP,US Auto Supplier 451,B,2015-10-14,USA,MODEL:ZR250VSDA8,1,4031.35,2075.791,4031.35,3874.092847782126,0.20763313254592164,4031.35,4031.35,0.19006093907887955
682,SEP,US Auto Supplier 629,E,2015-03-09,USA,MODEL:ZR250VSDA8,1,4028.6,1936.826,4028.6,4028.5998990527037,0.26575214161125216,4028.6,4028.6,0.2657521320412092
683,SEP,US Auto Supplier 316,E,2015-09-30,USA,MODEL:ZR250VSDA8,1,4030.525,2135.0879999999997,4030.525,4030.52491930983,0.24963447608312075,4030.525,4030.525,0.24963446547383517
684,SEP,US Auto Supplier 168,E,2015-05-08,USA,MODEL:ZR250VSDA8,2,4053.625,2224.2960000000003,4053.625,4053.6249259545257,0.2189537828379771,4053.625,4053.625,0.21895377400021007
685,SEP,US Auto Supplier 258,B,2015-07-29,USA,MODEL:ZR250VSDA8,1,4027.775,2332.919,4027.775,4027.7749301663034,0.2305739763449325,4027.775,4027.775,0.23057396764259025
686,SEP,US Auto Supplier 323,B,2015-06-25,USA,MODEL:ZR250VSDA8,1,4031.35,2167.734,4031.35,3974.261258888077,0.211238973650081,4031.35,4031.35,0.2046407502138217
687,SEP,US Auto Supplier 392,E,2015-08-04,USA,MODEL:ZR250VSDA8,1,4029.7,2361.851,4029.7,4029.6999323127125,0.2376523127385653,4029.7,4029.7,0.23765230412886712
688,SEP,US Auto Supplier 219,E,2015-09-16,USA,MODEL:ZR250VSDA8,1,4029.975,2051.959,4029.975,3873.5911508882514,0.21804254579245388,4029.975,4029.975,0.19990368960221455
689,SEP,US Auto Supplier 419,B,2016-03-23,USA,MODEL:ZR250VSDA8,2,4072.6,1650.6370000000002,4072.6,4072.599882618381,0.23794318610171233,4072.6,4072.6,0.23794317587250052
